"projectID","projectAcronym","organisationID","vatNumber","name","shortName","SME","activityType","street","postCode","city","country","nutsCode","geolocation","organizationURL","contactForm","contentUpdateDate","rcn","order","role","ecContribution","netEcContribution","totalCost","endOfParticipation","active"
739520,"INNO DK",902860578,"DK40084746","S/I ERHVERVSHUS SJAELLAND","EHSJ","false","PUB","FULLBYVEJ 15","4180","Soro","DK","DK022","55.4592957,11.5838987","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/902860578/739520","2022-09-03 23:38:46",1961656,11,"participant",NA,NA,"","false",""
879894,"bsnEA",941567070,"TR6030030847","KOSGEB-KUCUK VE ORTA OLCEKLI ISLETMELERI GELISTIRME VE DESTEKLEME IDARESI BASKANLIGI","KOSGEB","false","PUB","HARMAN MAH ABDULHAMIT CD 866 MAMAK","34400","Ankara","TR","TR100","39.8901621,32.8238506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941567070/879894","2022-10-28 14:30:52",2420013,1,"coordinator",38681,38681,"38681,25","false",""
879894,"bsnEA",938369756,"TR8440013703","VAN TICARET VE SANAYI ODASI BASKANLIGI","VAN CHAMBER OF COMMERCE AND INDUSTRY","false","PUB","ISKELE CADDESI 51 VANTSO HIZMET KOMPLEKSI","65100","IPEKYOLU VAN","TR","TRB21","38.4927246,43.3707405","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938369756/879894","2022-10-28 14:30:52",1962995,4,"participant",0,0,"0","false","false"
879894,"bsnEA",938352684,"TR3770433679","KUZEYDOGU ANADOLU KALKINMA AJANSI","NORTH-EAST ANATOLIA DEVELOPMENT AGENCY KUDAKA","false","PUB","CUMHURIYET CAD NO 3 YAKUTIYE","25000","ERZURUM","TR","TRA11","38.9597594,34.9249653","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938352684/879894","2022-10-28 14:30:52",1962996,5,"participant",0,0,"0","false","false"
880144,"IMCESA-2021",950306673,"","INDUSTRIE- UND HANDELSKAMMER MAGDEBURG","IHK MAGDEBURG","false","PUB","ALTER MARKT 8","39104","MAGDEBURG","DE","DEE03","52.131838,11.6395017","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/950306673/880144","2022-04-27 18:16:05",2559473,2,"participant",0,0,"0","false","false"
879949,"KAMINO-3",941351439,"","INDUSTRIE UND HANDELSKAMMER ZU ROSTOCK","IHK ZU ROSTOCK","false","PUB","ERNST BARLACH STRASSE 1  3","18055","ROSTOCK","DE","DE803","54.086410400000005,12.142542374678662","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941351439/879949","2022-10-28 14:38:01",2370981,1,"coordinator",0,0,"0","false",""
880037,"InnoManage BB 20-21",999830314,"","INDUSTRIE- UND HANDELSKAMMER OSTBRANDENBURG","IHK","false","PUB","PUSCHKINSTRASSE 12B","15236","FRANKFURT ODER","DE","DE40C","52.3364603,14.533859","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999830314/880037","2022-10-28 14:38:01",2560265,3,"participant",0,0,"0","false","false"
879780,"MAGIC SWF SMEs 20-21",914046424,"FR36130022494","CHAMBRE DE COMMERCE ET D'INDUSTRIEDE REGION NOUVELLE-AQUITAINE","CHAMBRE DE COMMERCE ET D'INDUSTRIEDE REGION NOUVELLE-AQUITAINE","false","PUB","2 PLACE DE LA BOURSE","33050","BORDEAUX","FR","FRI12","44.840934,-0.5702746","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/914046424/879780","2022-10-28 14:10:00",3096454,4,"participant",0,0,"0","false","false"
879780,"MAGIC SWF SMEs 20-21",915515586,"FR85130022478","CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION OCCITANIE","CCI  OCCITANIE","false","PUB","5 RUE DIEUDONNE COSTES","31701","BLAGNAC","FR","FRJ23","43.6317284,1.3791356","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/915515586/879780","2022-10-28 14:10:00",2867746,1,"coordinator",36845,36845,"36846,25","false",""
674848,"INNOVIST",941567070,"TR6030030847","KOSGEB-KUCUK VE ORTA OLCEKLI ISLETMELERI GELISTIRME VE DESTEKLEME IDARESI BASKANLIGI","KOSGEB","false","PUB","HARMAN MAH ABDULHAMIT CD 866 MAMAK","34400","Ankara","TR","TR100","39.8901621,32.8238506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941567070/674848","2022-08-11 11:18:15",2420013,3,"participant",0,0,"0","false","false"
674848,"INNOVIST",943408712,"","ISTANBUL SANAYI ODASI","ISTANBUL CHAMBER OF INDUSTRY","false","PUB","MESRUTIYET CAD. N 63, BEYOGLU","34430","Istanbul","TR","TR100","41.0096334,28.9651646","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/943408712/674848","2022-08-11 11:18:15",2567521,1,"coordinator",0,0,"0","false",""
643357,"BSNinnoSME",941567070,"TR6030030847","KOSGEB-KUCUK VE ORTA OLCEKLI ISLETMELERI GELISTIRME VE DESTEKLEME IDARESI BASKANLIGI","KOSGEB","false","PUB","HARMAN MAH ABDULHAMIT CD 866 MAMAK","34400","Ankara","TR","TR100","39.8901621,32.8238506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941567070/643357","2022-08-11 11:54:03",2420013,1,"coordinator",4920,4920,"4920","false",""
643357,"BSNinnoSME",997538980,"TR879003398","TURKIYE TEKNOLOJI GELISTIRME VAKFI","TTGV","false","PUB","CYBERPARK CYBERPLAZA B BLOK KAT 5-6","06800","ANKARA","TR","TR510","39.8901621,32.8238506","https://www.ttgv.org.tr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997538980/643357","2022-08-11 11:54:03",1919763,3,"participant",15639,15639,"15639","false",""
739619,"INNOV-EM",941567070,"TR6030030847","KOSGEB-KUCUK VE ORTA OLCEKLI ISLETMELERI GELISTIRME VE DESTEKLEME IDARESI BASKANLIGI","KOSGEB","false","PUB","HARMAN MAH ABDULHAMIT CD 866 MAMAK","34400","Ankara","TR","TR100","39.8901621,32.8238506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941567070/739619","2022-08-15 23:49:54",2420013,1,"coordinator",9625,9625,"9625","false",""
739619,"INNOV-EM",986501932,"TR3800034777","ESKISEHIR SANAYI ODASI","ESO (ECI)","false","PUB","Organize Sanayi Bolgesi  2. Cad","26110","ESKISEHIR","TR","TR412","39.7688564,30.5216465","http://www.eso.org.tr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/986501932/739619","2022-08-15 23:49:54",2084206,4,"participant",0,0,"0","false","false"
739619,"INNOV-EM",940373582,"TR1910027317","BURSA CHAMBER OF COMMERCE AND INDUSTRY","BURSA CHAMBER OF COMMERCE AND INDUSTRY","false","PUB","ORGANIZE SANAYI BOLGESI MAVI CAD 2 SOK 2","16159","BURSA","TR","TR411","40.245050857105056,28.963698840871146","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/940373582/739619","2022-08-15 23:49:54",2865745,3,"participant",0,0,"0","false","false"
674861,"InnoSuppEastMed",938673463,"TR8440061733","KAHRAMANMARAS TICARET VE SANAYI ODASI","KAHRAMANMARAS CHAMBER OF COMMERCE AND INDUSTRY","false","PUB","EGEMENLIK MAH ILAHIYAT CAD 6","46060","Kahramanmaras","TR","TR632","38.9597594,34.9249653","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938673463/674861","2022-08-11 10:23:48",2567543,4,"participant",0,0,"0","false","false"
674861,"InnoSuppEastMed",941567070,"TR6030030847","KOSGEB-KUCUK VE ORTA OLCEKLI ISLETMELERI GELISTIRME VE DESTEKLEME IDARESI BASKANLIGI","KOSGEB","false","PUB","HARMAN MAH ABDULHAMIT CD 866 MAMAK","34400","Ankara","TR","TR100","39.8901621,32.8238506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941567070/674861","2022-08-11 10:23:48",2420013,1,"coordinator",6375,6375,"6375","false",""
674861,"InnoSuppEastMed",938679380,"TR0070042813","ADANA TICARET ODASI","ADANA CHAMBER OF COMMERCE","false","PUB","ABIDINPASA CADDESI 52","01010","Adana","TR","TR621","36.9862942,35.328878","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938679380/674861","2022-08-11 10:23:48",2567541,2,"participant",0,0,"0","false","false"
674861,"InnoSuppEastMed",997689621,"TR6180007357","MERSIN TICARET VE SANAYI ODASI","MTSO","false","PUB","ATATURK CADDESI MTSO HIZMET BINASI Kat:2-3-4","33070","Mersin","TR","TR612","38.9597594,34.9249653","http://www.mtso.org.tr/","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997689621/674861","2022-08-11 10:23:48",2133024,5,"participant",0,0,"0","false","false"
878984,"Innovation.NRW",999906362,"DE223501401","NRW.BANK","NRW.BANK","false","PUB","KAVALLERIESTRASSE 22","40213","DUESSELDORF","DE","DEA11","51.217297450000004,6.770638944127315","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999906362/878984","2023-03-10 20:16:28",2560119,2,"participant",0,0,"0","false","false"
831223,"KAMINO-2",941351439,"","INDUSTRIE UND HANDELSKAMMER ZU ROSTOCK","IHK ZU ROSTOCK","false","PUB","ERNST BARLACH STRASSE 1  3","18055","ROSTOCK","DE","DE803","54.086410400000005,12.142542374678662","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941351439/831223","2022-08-16 01:00:08",2370981,1,"coordinator",0,0,"0","false",""
831234,"EEN OUEST H2020",999909078,"FR09183500040","CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION BRETAGNE","CCI BRETAGNE","false","PUB","1 A RUE LOUIS BRAILLE","35136","Rennes","FR","FRH03","48.0923581,-1.7047704","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999909078/831234","2022-08-25 16:34:05",2348854,1,"coordinator",45625,45625,"45625","false",""
831234,"EEN OUEST H2020",999913734,"FR75184401289","CHAMBRE DE COMMERCE ET D'INDUSTRIEDE REGION PAYS DE LA LOIRE","","false","PUB","QUAI ERNEST RENAUD 16 CENTRE DES SALORGES","44105","Nantes Cedex 04","FR","FRG01","47.10641425,-1.5318722879425417","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999913734/831234","2022-08-25 16:34:05",2348855,2,"participant",39375,39375,"39375","false",""
831263,"INNOVIST 3.0",941567070,"TR6030030847","KOSGEB-KUCUK VE ORTA OLCEKLI ISLETMELERI GELISTIRME VE DESTEKLEME IDARESI BASKANLIGI","KOSGEB","false","PUB","HARMAN MAH ABDULHAMIT CD 866 MAMAK","34400","Ankara","TR","TR100","39.8901621,32.8238506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941567070/831263","2022-08-25 16:40:06",2420013,3,"participant",6887.5,6887.5,"6887,5","false",""
831263,"INNOVIST 3.0",943408712,"","ISTANBUL SANAYI ODASI","ISTANBUL CHAMBER OF INDUSTRY","false","PUB","MESRUTIYET CAD. N 63, BEYOGLU","34430","Istanbul","TR","TR100","41.0096334,28.9651646","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/943408712/831263","2022-08-25 16:40:06",2567521,2,"participant",0,0,"0","false",""
743967,"EENinnoSMES2",941567070,"TR6030030847","KOSGEB-KUCUK VE ORTA OLCEKLI ISLETMELERI GELISTIRME VE DESTEKLEME IDARESI BASKANLIGI","KOSGEB","false","PUB","HARMAN MAH ABDULHAMIT CD 866 MAMAK","34400","Ankara","TR","TR100","39.8901621,32.8238506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941567070/743967","2022-08-15 23:54:08",2420013,1,"coordinator",33600,33600,"33600","false",""
743967,"EENinnoSMES2",938532231,"","ANKARA SANAYI ODASI","ASO","false","PUB","ATATURK BULVARI 193 KAVAKLIDERE CANKAYA","06420","Ankara","TR","TR510","39.9090015,32.8563919","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938532231/743967","2022-08-15 23:54:08",2567553,4,"participant",0,0,"0","false","false"
743967,"EENinnoSMES2",997538980,"TR879003398","TURKIYE TEKNOLOJI GELISTIRME VAKFI","TTGV","false","PUB","CYBERPARK CYBERPLAZA B BLOK KAT 5-6","06800","ANKARA","TR","TR510","39.8901621,32.8238506","https://www.ttgv.org.tr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/997538980/743967","2022-08-15 23:54:08",1919763,6,"participant",20160,20160,"20160","false",""
743967,"EENinnoSMES2",945945650,"TR5770009778","KONYA SANAYI ODASI","Konya Chamber of Industry","false","PUB","1 Organize Sanayi Bolgesi Istikamet Cad. No. 2.","42300","Konya","TR","TR521","36.868549099999996,30.64742088120269","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/945945650/743967","2022-08-15 23:54:08",2567552,3,"participant",15120,15120,"15120","false",""
831268,"INNOV-EM",941567070,"TR6030030847","KOSGEB-KUCUK VE ORTA OLCEKLI ISLETMELERI GELISTIRME VE DESTEKLEME IDARESI BASKANLIGI","KOSGEB","false","PUB","HARMAN MAH ABDULHAMIT CD 866 MAMAK","34400","Ankara","TR","TR100","39.8901621,32.8238506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941567070/831268","2022-08-25 16:32:52",2420013,1,"coordinator",9535,9535,"9535","false",""
831268,"INNOV-EM",986501932,"TR3800034777","ESKISEHIR SANAYI ODASI","ESO (ECI)","false","PUB","Organize Sanayi Bolgesi  2. Cad","26110","ESKISEHIR","TR","TR412","39.7688564,30.5216465","http://www.eso.org.tr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/986501932/831268","2022-08-25 16:32:52",2084206,4,"participant",0,0,"0","false","false"
831268,"INNOV-EM",940373582,"TR1910027317","BURSA CHAMBER OF COMMERCE AND INDUSTRY","BURSA CHAMBER OF COMMERCE AND INDUSTRY","false","PUB","ORGANIZE SANAYI BOLGESI MAVI CAD 2 SOK 2","16159","BURSA","TR","TR411","40.245050857105056,28.963698840871146","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/940373582/831268","2022-08-25 16:32:52",2865745,3,"participant",0,0,"0","false","false"
879486,"BENE I2 2020-2021",907878776,"","AGENCE BRUXELLOISE POUR L'ENTREPRENEURIAT*BRUSSELS AGENTSCHAP VOOR HET ONDERNEMERSCHAP","HUB.BRUSSELS","false","PUB","CHAUSSEE DE CHARLEROI 110","1060","Bruxelles / Brussel","BE","BE100","50.82787664999999,4.3556390196850945","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/907878776/879486","2022-10-28 14:38:01",1945408,1,"coordinator",75224,75224,"94013,75","false",""
831358,"CESEAND InnoAses4",999809168,"ESQ9150009J","AGENCIA DE INNOVACION Y DESARROLLO DE ANDALUCIA","Agencia IDEA","false","PUB","CALLE LEONARDO DA VINCI 17A","41092","Sevilla","ES","ES618","37.389017,-6.0006381","http://www.agenciaidea.es","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999809168/831358","2022-08-25 16:32:09",1914774,1,"coordinator",35638,35638,"35638,75","false",""
831358,"CESEAND InnoAses4",953880444,"ESQ4100812I","AGENCIA ANDALUZA DEL CONOCIMIENTO","AGENCIA ANDALUZA DEL CONOCIMIENTO","false","PUB","AV ALBERT EINSTEIN EDIFICIO WTC","41092","Sevilla","ES","ES618","37.3886303,-5.995317","http://www.juntadeandalucia.es/economiainnovacionyciencia/aac/‎","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/953880444/831358","2022-08-25 16:32:09",1932070,2,"participant",35638,35638,"35638,75","false",""
831358,"CESEAND InnoAses4",953002885,"ESQ4100677F","CONSEJO ANDALUZ DE CAMARAS DE COMERCIO INDUSTRIA Y NAVEGACION","CONSEJO AN","false","PUB","AVDA SAN FRANCISCO JAVIER 9, PLANTA BJ, PUERTA 9 EDIFICIO SEVILLA 2","41018","SEVILLA","ES","ES618","37.5192586,-5.6504755124983","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/953002885/831358","2022-08-25 16:32:09",2373225,5,"participant",10638,10638,"10638,75","false",""
674870,"WESTinnoMAR",941567070,"TR6030030847","KOSGEB-KUCUK VE ORTA OLCEKLI ISLETMELERI GELISTIRME VE DESTEKLEME IDARESI BASKANLIGI","KOSGEB","false","PUB","HARMAN MAH ABDULHAMIT CD 866 MAMAK","34400","Ankara","TR","TR100","39.8901621,32.8238506","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941567070/674870","2022-08-08 16:24:10",2420013,1,"coordinator",3780,3780,"3780","false",""
674870,"WESTinnoMAR",938327173,"TR8440014167","CANAKKALE CHAMBER OF COMMERCE AND INDUSTRY","CTSO","false","PUB","BURSA WAY 7TH KM CTSO CENTER OF FAIR","17100","CANAKKALE","TR","TR222","38.9597594,34.9249653","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938327173/674870","2022-08-08 16:24:10",2567549,3,"participant",0,0,"0","false",""
743826,"BW-KAM3",999918293,"DE186820855","HANDWERKSKAMMER REGION STUTTGART","HWK REGION STUTTGART","false","PUB","HEILBRONNER STRASSE 43","70191","STUTTGART","DE","DE111","48.7904945,9.179879614311966","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999918293/743826","2022-08-15 13:07:16",2348610,1,"coordinator",7919.25,7919.25,"7919,25","false",""
743826,"BW-KAM3",938925663,"","INDUSTRIE- UND HANDELSKAMMER HOCHRHEIN-BODENSEE","IHK HB","false","PUB","REICHENAUSTRASSE 21","78467","KONSTANZ","DE","DE138","47.6712881,9.165961321741346","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938925663/743826","2022-08-15 13:07:16",2560199,2,"participant",0,0,"0","false","false"
743826,"BW-KAM3",952005143,"DE147794338","INDUSTRIE- UND HANDELSKAMMER REGION STUTTGART","IHK  STUTTGART","true","PUB","Jägerstraße 30","70174","Stuttgart","DE","DE111","48.7857426,9.17719910030537","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952005143/743826","2022-08-15 13:07:16",2560202,3,"participant",0,0,"0","false","false"
743826,"BW-KAM3",999908884,"","INDUSTRIE- UND HANDELSKAMMER SUDLICHER OBERRHEIN","","false","PUB","SCHNEWLINSTRASSE 11/13","79098","Freiburg","DE","DE131","47.9934852,7.83947394547511","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999908884/743826","2022-08-15 13:07:16",2560208,7,"participant",0,0,"0","false","false"
743826,"BW-KAM3",944751095,"","INDUSTRIE- UND HANDELSKAMMER ULM","Industrie- und Handelskammer Ulm","false","PUB","Olgastrasse 95-101","89073","Ulm","DE","DE144","48.4019191,9.9908965","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/944751095/743826","2022-08-15 13:07:16",2560211,8,"participant",0,0,"0","false","false"
743826,"BW-KAM3",999909563,"DE227242300","INDUSTRIE- UND HANDELSKAMMER RHEIN-NECKAR","IHK Rhein-Neckar","false","PUB","L1 2","68161","MANNHEIM","DE","DE126","49.48489035,8.464352678182719","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999909563/743826","2022-08-15 13:07:16",2560205,5,"participant",0,0,"0","false","false"
743826,"BW-KAM3",938292835,"","MINISTERIUM FUER WIRTSCHAFT, ARBEIT UND TOURISMUS BADEN-WUERTTEMBERG","MINISTRY OF ECONOMIC AFFAIRS, LABOUR AND TOURISM","false","PUB","SCHLOSSPLATZ 4","70173","STUTTGART","DE","DE111","48.778263,9.1807035","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938292835/743826","2022-08-15 13:07:16",2993206,10,"participant",0,0,"0","false","false"
743826,"BW-KAM3",952005240,"","INDUSTRIE UND HANDELSKAMMER REUTLINGEN","IKH REUTLINGEN","true","PUB","HINDENBURGSTRASSE 54","72762","REUTLINGEN","DE","DE141","48.4861123,9.2069024","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/952005240/743826","2022-08-15 13:07:16",2560204,4,"participant",0,0,"0","false","false"
674816,"KAMINO",941351439,"","INDUSTRIE UND HANDELSKAMMER ZU ROSTOCK","IHK ZU ROSTOCK","false","PUB","ERNST BARLACH STRASSE 1  3","18055","ROSTOCK","DE","DE803","54.086410400000005,12.142542374678662","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941351439/674816","2022-08-11 12:57:13",2370981,1,"coordinator",0,0,"0","false",""
739525,"H-BISS Slovakia 2018",992632041,"SK2020815236","SLOVENSKA OBCHODNA A PRIEMYSELNA KOMORA","SOPK SLOVAK CHAMBER OF COMMERCE AND INDUSTRY","false","PUB","GROSSLINGOVA 4","816 03","Bratislava","SK","SK010","48.143131,17.1111047","http://www.sopk.sk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/992632041/739525","2022-09-04 00:56:23",2143764,3,"participant",0,0,"0","false","false"
739525,"H-BISS Slovakia 2018",951533044,"SK2020798395","CENTRUM VEDECKO TECHNICKYCH INFORMACII SLOVENSKEJ REPUBLIKY","CVTISR","false","PUB","LAMACSKA CESTA 8 A","811 04","Bratislava","SK","SK010","48.1747912,17.0654592","https://www.cvtisr.sk","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/951533044/739525","2022-09-04 00:56:23",2210750,5,"participant",NA,0,"","false","false"
641941,"Swennis",975248477,"SE202100614901","Tillväxtverket","Tillväxtverket","false","PUB","Götgatan 74","102 61","Stockholm","SE","SE110","59.3077126,18.0766558","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/975248477/641941","2022-08-08 08:52:09",2355297,1,"coordinator",0,0,"0","false",""
674809,"BASKAM",900715811,"ESQ4800789B","SPRI- AGENCIA VASCA DE DESARROLLO EMPRESARIAL","SPRI","false","PUB","AL. URQUIJO 36 49","48011","BILBAO","ES","ES213","43.2604508,-2.9384432","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/900715811/674809","2022-08-16 22:30:01",1957442,1,"coordinator",33570,33570,"41962,5","false",""
674809,"BASKAM",999799856,"ESQ2073001F","CAMARA OFICIAL DE COMERCIO, INDUSTRIA Y NAVEGACION DE GIPUZKOA","CAMARA OFICIAL DE COMERCIO, INDUSTRIA Y NAVEGACION DE GIPUZKOA","false","PUB","AVENIDA DE TOLOSA 75","20002","DONOSTIA SAN SEBASTIAN","ES","ES212","43.3132065,-2.0052321","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999799856/674809","2022-08-16 22:30:01",2561347,3,"participant",0,0,"0","false","false"
674809,"BASKAM",941969717,"ESQ0173001I","CHAMBER OF COMMERCE AND INDUSTRY OF ALAVA","CCIALAVA","false","PUB","Dato 38  1","01005","VITORIA GASTEIZ","ES","ES211","42.8428863,-2.6726399","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/941969717/674809","2022-08-16 22:30:01",2561348,4,"participant",0,0,"0","false","false"
674809,"BASKAM",999913152,"ESQ4873001D","CAMARA DE COMERCIO, INDUSTRIA Y NAVEGACION DE BILBAO","CAMARA DE COMERCIO,INDUSTRIA Y NAVE GACION DE BILBAO","false","PUB","ALAMEDE DE RECALDE 50","48008","BILBAO BIZKAIA","ES","ES213","43.2644957,-2.9339976","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999913152/674809","2022-08-16 22:30:01",2561346,2,"participant",0,0,"0","false","false"
739690,"InnoSME-LV-2017-2018",999921009,"LV90001739473","LATVIJAS INVESTICIJU UN ATTISTIBASAGENTURA","LATVIAN INVESTMENT AND DEVELOPMENT AGENCY","false","PUB","PERSES IELA 2","1442","Riga","LV","LV00A","56.9520302,24.1243757","https://www.liaa.gov.lv","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999921009/739690","2022-08-15 23:52:13",2059368,1,"coordinator",0,0,"0","false",""
776893,"ESSI",921370894,"TR0690446298","ANKARA KALKINMA AJANSI","ANKARA DEVELOPMENT AGENCY","false","PUB","ASAGI OVECLER MAHALLESI 1322. CADDE NO 1, OVECLER","06460","ANKARA","TR","TR510","39.8903568,32.8246978","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/921370894/776893","2022-08-16 11:01:19",3144986,2,"participant",0,0,"0","false",""
776893,"ESSI",999915577,"ESQ4640001F","INSTITUTO VALENCIANO DE LA COMPETITIVIDAD EMPRESARIAL","IVACE","false","PUB","CALLE DE LA DEMOCRACIA 77","46018","Valencia","ES","ES523","39.4699014,-0.3759512","http://www.ivace.es","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/999915577/776893","2022-08-16 11:01:19",1966048,4,"participant",0,0,"0","false",""
643328,"SSBI-CRO-KAM",938550758,"HR25609559342","HRVATSKA AGENCIJA ZA MALO GOSPODARSTVO, INOVACIJE I INVESTICIJE","HAMAG-BICRO","false","PUB","KSAVER 208","10000","Zagreb","HR","HR050","45.8131545,15.9770298","https://www.hamaginvest.hr","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/938550758/643328","2022-08-16 22:08:35",2272211,3,"participant",3200,3200,"4000","false",""
744142,"MontEENegro",998525858,"","MINISTARSTVO EKONOMIJE","ME","false","PUB","RIMSKI TRG 46","81000","Podgorica","ME","ME000","42.4424613,19.2456449","http://www.minekon.vlada.cg.yu","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998525858/744142","2022-08-15 13:07:34",2578790,1,"coordinator",2871.25,2871.25,"2871,25","false",""
831260,"EURACTE INNOV III",917228121,"FR29130022718","CHAMBRE DE COMMERCE ET D INDUSTRIEDE REGION HAUTS-DE-FRANCE","CCI HAUTS DE FRANCE","false","PUB","299 BOULEVARD DE LEEDS","59031","Lille","FR","FRE11","50.640502,3.075227","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/917228121/831260","2022-08-25 16:40:06",2866400,1,"coordinator",0,0,"0","false",""
880060,"SwissEENissme3.0",906868230,"","SCHWEIZERISCHE AGENTUR FUR INNOVATIONSFORDERUNG","SWISS AGENCY FOR INNOVATION, INNOSUISSE","false","PUB","EINSTEINSTRASSE 2","3003","Bern","CH","CH021","46.937597,7.4464644","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/906868230/880060","2022-12-11 17:23:19",1949070,1,"coordinator",664626,664626,"664626,25","false",""
831291,"InnoBremen3",998928796,"","FREIE HANSESTADT BREMEN","FHB","false","PUB","AM MARKT 21","28195","Bremen","DE","DE501","53.0760668,8.80773756689129","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/998928796/831291","2022-08-16 01:00:06",2396836,1,"coordinator",4062.5,4062.5,"4062,5","false",""
831307,"INNCAS4Thuer",946408728,"","INDUSTRIE- UND HANDELSKAMMER ERFURT","IHK ERFURT","false","PUB","ARNSTADTER STRASSE 34","99096","ERFURT","DE","DEG01","50.963393350000004,11.032957872666673","","https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/contact-form/project/946408728/831307","2022-08-16 01:01:27",2560272,1,"coordinator",0,0,"0","false",""
